Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Qatar,Included / Europe,Price / Europe,Compare At Price / Europe,Included / Gulf expansion phase 1,Price / Gulf expansion phase 1,Compare At Price / Gulf expansion phase 1,Included / International,Price / International,Compare At Price / International,Status
8-channel-solid-state-relay-module,8 Channel Solid State Relay Module,"<h3>Description</h3>
<p><span>This is a 8 channel solid state relay module. It allows you control the switching of high voltages and currents using a 5V signal coming from a microcontroller. Maximum acceptable voltage and current are 240VAC and 2A respectively. Solid state relays have several advantages over mechanical relays including having no moving parts, faster switching, and longer periods without wearing out. Applications include turning on/off lamps, fans, solenoids, and other home appliances.</span></p>
<h3>Features</h3>
<ul>
<li>AC current maximum: 2A</li>
<li>AC voltage maximum: 240V</li>
<li>Driver Current for relay: 160mA</li>
<li>Operating Voltage: 5V</li>
<li>Number of channels: 8</li>
</ul>
<h3>Documents</h3>
<ul>
<li><a href=""https://www.rhydolabz.com/documents/29/Solid_State_Relay_g3mb_datasheet.pdf"">Solid State Relay (G3MB-202P) Datasheet</a></li>
<li><a href=""http://www.symmetron.ru/suppliers/omron/files/pdf/omron/Solid-State-Relay-users-guide.pdf"">Solid State Relay User Guide</a></li>
</ul>",Voltaat,,MOD_Relays,,TRUE,Title,Default Title,,,,,VT-2400,73,shopify,18,deny,manual,69,,TRUE,FALSE,VT-2400,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-8-channel-solid-state-relay-module-10911294750822.jpg?v=1628487015,1,Voltaat 8 Channel Solid State Relay Module,FALSE,,,,,,,,,,,,,,,g,,43.2,TRUE,TRUE,,,TRUE,,,TRUE,,,active
8-channel-solid-state-relay-module,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-8-channel-solid-state-relay-module-10911294914662.jpg?v=1628487015,2,Voltaat 8 Channel Solid State Relay Module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-channel-solid-state-relay-module,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-8-channel-solid-state-relay-module-28338067767398.jpg?v=1628487015,3,Voltaat 8 Channel Solid State Relay Module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-channel-solid-state-relay-module,4 Channel Solid State Relay Module,"<h3>Description</h3>
<p><span>This is a 4 channel solid state relay module. It allows you control the switching of high voltages and currents using a 5V signal coming from a microcontroller. Maximum acceptable voltage and current are 240VAC and 2A respectively. Solid state relays have several advantages over mechanical relays including having no moving parts, faster switching, and longer periods without wearing out. Applications include turning on/off lamps, fans, solenoids, and other home appliances.</span></p>
<h3>Features</h3>
<ul>
<li>AC current maximum: 2A</li>
<li>AC voltage maximum: 240V</li>
<li>Driver Current for relay: 160mA</li>
<li>Operating Voltage: 5V</li>
<li>Number of channels: 4</li>
</ul>
<h3>Documents</h3>
<ul>
<li><a href=""https://www.rhydolabz.com/documents/29/Solid_State_Relay_g3mb_datasheet.pdf"">Solid State Relay (G3MB-202P) Datasheet</a></li>
<li><a href=""http://www.symmetron.ru/suppliers/omron/files/pdf/omron/Solid-State-Relay-users-guide.pdf"">Solid State Relay User Guide</a></li>
</ul>",Voltaat,,CHIPS_Others,,TRUE,Title,Default Title,,,,,VT-2403,38,shopify,1,deny,manual,38,,TRUE,FALSE,VT-2403,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-4-channel-solid-state-relay-module-10911158992998.jpg?v=1628484303,1,Voltaat 4 Channel Solid State Relay Module,FALSE,,,,,,,,,,,,,,,g,,17.6,TRUE,TRUE,,,TRUE,,,TRUE,,,active
4-channel-solid-state-relay-module,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-4-channel-solid-state-relay-module-28338243764326.jpg?v=1628484303,2,Voltaat 4 Channel Solid State Relay Module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-channel-solid-state-relay-module,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-4-channel-solid-state-relay-module-28338382766182.jpg?v=1628484303,3,Voltaat 4 Channel Solid State Relay Module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soldering-board,Porotype Soldering board (5cm x 7cm),"<h3>Description <br>
</h3>
<p>This board is great for solid prototyping after you've wired up a basic circuit on a solderless breadboard. Each hole or pad on the bottom is separate, so you can create your own routes. </p>",Voltaat,,TOOLS_Soldering_Parts,pcb,TRUE,Title,Default Title,,,,,VT-2406,5.5,shopify,205,deny,manual,1,,TRUE,FALSE,VT-2406,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-soldering-board-5cm-x-7cm-10728457568358.jpg?v=1628445244,1,Voltaat Soldering Board (5cm x 7cm),FALSE,,,,,,,,,,,,,,,g,,0.19,TRUE,TRUE,,,TRUE,,,TRUE,,,active
nema-17-stepper-motor-12v-0-4a,"NEMA 17 Stepper Motor (12V, 0.4A)","<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>A stepper motor to satisfy all your robotics needs! This 4-wire bipolar stepper has 1.8° per step for smooth motion and a nice holding torque. This stepper motor could be driven easily with an <a href=""https://www.voltaat.com/collections/motors/products/easydriver-stepper-motor-driver"" target=""_blank"" rel=""noopener noreferrer"">EasyDriver Stepper Motor Driver</a> </span><span>(or other motor driver) and a wall adapter or lead-acid battery.</span></p>
<h3>Features<span>: </span>
</h3>
<ul>
<li><span>Phase: 2 Phase</span></li>
<li><span>Voltage: 12 V</span></li>
<li><span>Current: 0.7 A / Phase</span></li>
<li><span>Resistance: 4.0 ± 10% Ω / Phase</span></li>
<li><span>Inductance: 3.2 ± 20% mH / Phase</span></li>
<li><span>Holding Torque: 14 N. cm</span></li>
<li><span>Insulation Class: B</span></li>
<li><span>Step Angle: 1.8 ± 5% / Step</span></li>
<li><span>Item Size: 42 * 42 * 23mm</span></li>
<li><span>Item Weight: 126g / 4.5oz</span></li>
</ul>",Voltaat,,Motors_Servos_Stepper,,TRUE,Title,Default Title,,,,,VT-2407,143.5,shopify,53,deny,manual,39,,TRUE,FALSE,VT-2407,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-nema-17-stepper-motor-12v-0-4a-15302937346150.jpg?v=1628462529,1,"Voltaat NEMA 17 Stepper Motor (12V, 0.4A)",FALSE,,,,,,,,,,,,,,,g,,13.5,TRUE,TRUE,,,TRUE,,,TRUE,,,active
sharp-infrared-proximity-distance-sensor,Sharp Infrared Proximity Distance Sensor,"<meta charset=""utf-8"">
<p><span>The GP2Y0A21YK0F Sharp distance sensor is a great way to add obstacle avoidance or motion sensing to your robot or any other project. With a detection range of 4″ to 32″ (10 cm to 80 cm) and an analog voltage indicating the distance, this sensor is very easy to use.</span></p>
<h3>Features<span>:</span>
</h3>
<ul>
<li><span>Maximum range: 80 cm</span></li>
<li><span>Minimum range: 10 cm</span></li>
<li><span>Sampling rate: 26 Hz1</span></li>
<li><span>Minimum operating voltage: 4.5 V</span></li>
<li><span>Maximum operating voltage: 5.5 V</span></li>
<li><span>Supply current: 30 mA2</span></li>
<li><span>Output type: analog voltage</span></li>
<li><span>Output voltage differential: 1.9 V</span></li>
</ul>
<h3><span mce-data-marked=""1"">Documents:</span></h3>
<ul>
<li><a href=""http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/gp2y0a21yk_e.pdf"" target=""_blank""><span mce-data-marked=""1"">DataSheet</span></a></li>
</ul>
<p> </p>",Voltaat,,SENS_Motion_Distance,,TRUE,Title,Default Title,,,,,VT-2408,7,shopify,16,deny,manual,29,,TRUE,FALSE,VT-2408,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-sharp-infrared-proximity-distance-sensor-5436593012838.jpg?v=1628447226,1,Voltaat Sharp Infrared Proximity Distance Sensor,FALSE,,,,,,,,,,,,,,,g,,11.72,TRUE,TRUE,,,TRUE,,,TRUE,,,active
raspberry-pi-3-5-touchscreen-display,"Raspberry Pi 3.5"" Touchscreen Display","<h3>Features:</h3>
<ul>
<li><span>  Compatible with Raspberry Pi 3 model B, B+, A+.</span></li>
<li><span>  Size: 3.5 (inch)</span></li>
<li>  Resolution: 480x320(dots)</li>
<li><span>  Touch: Resistive touch</span></li>
<li><span>  Dimensions: 85.42*55.60 (mm)</span></li>
</ul>",Voltaat,,MOD_Display_Sound,,TRUE,Title,Default Title,,,,,VT-2409,0,shopify,0,deny,manual,75,,TRUE,FALSE,VT-2409,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-raspberry-pi-3-5-touchscreen-display-5416043806822.jpg?v=1628495114,1,"Voltaat Raspberry Pi 3.5"" Touchscreen Display",FALSE,,,,,,,,,,,,,,,kg,,35.41,TRUE,TRUE,,,TRUE,,,TRUE,,,active
raspberry-pi-3-5-touchscreen-display,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-raspberry-pi-3-5-touchscreen-display-28337723179110.jpg?v=1628495114,2,"Voltaat Raspberry Pi 3.5"" Touchscreen Display",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raspberry-pi-3-5-touchscreen-display,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-raspberry-pi-3-5-touchscreen-display-28337723211878.jpg?v=1628495114,3,"Voltaat Raspberry Pi 3.5"" Touchscreen Display",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hobby-motor-gear,Hobby Motor - Gear,"<meta charset=""utf-8"">
<p>This is the SparkFun Hobby Motor with a 6mm, 10 tooth, gear to make your basic projects a little simpler to manage. It works well for basic things like making a fan or spinning something pretty fast without much resistance.</p>
<p>The motor has a normal operating voltage range of 1.0 to 3.0VDC but can handle a max load of up to 12VDC and a no load speed of 6600±10% RPM (@1.0V DC, 110mA). More information is available in the spec sheet linked below.</p>",Voltaat,,Motors_Motors_Fans,,TRUE,Title,Default Title,,,,,VT-2412,0,shopify,0,deny,manual,19,,TRUE,FALSE,VT-2412,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-hobby-motor-gear-5410334539878.jpg?v=1628454603,1,Voltaat Hobby Motor - Gear,FALSE,,,,,,,,,,,,,,,kg,,7.3,TRUE,TRUE,,,TRUE,,,TRUE,,,active
led-assorted-20-pack,"LED Kit - (4 colors, 5 pieces each)","<p><span>We all know that you can never get too many LEDs. Don't worry, we've got you covered. This is a pack of basic red, yellow, blue and green 5mm LEDs (5 of each) all conveniently packaged in a nice ESD safe bag.</span></p>
<p> </p>
<p> </p>",Voltaat,,COMP_LEDS_illumination,,TRUE,Title,Default Title,,,,,VT-2413,6,,-459,deny,manual,4,,TRUE,FALSE,VT-2413,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-led-kit-4-colors-5-pieces-each-5406354735206.jpg?v=1628453467,1,"Voltaat LED Kit - (4 colors, 5 pieces each)",FALSE,,,,,,,,,,,,,,,g,,0.7,TRUE,TRUE,,,TRUE,,,TRUE,,,active
digital-vernier-caliper-150-mm,Digital Vernier Caliper (150 mm),"<p>Digital calipers are an absolute essential. These premium calipers come with an extra battery and auto shut-off. Measurements can be taken in either metric or standard. The calipers are 6"" in length and make a great addition to any tool set.</p>
<p> </p>
<h3>Features:</h3>
<ul>
<li><span class=""a-list-item"">Measurement Range: 0 to 150.00 mm </span></li>
<li><span class=""a-list-item"">Accuracy: 0.02 mm</span></li>
<li>Resolution: 0.01 mm</li>
</ul>",Voltaat,,TOOLS_Hand_Tools,,TRUE,Title,Default Title,,,,,VT-2414,325,shopify,7,deny,manual,78,,TRUE,FALSE,VT-2414,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-digital-vernier-caliper-150-mm-28711898742886.jpg?v=1644594821,1,Voltaat Digital Vernier Caliper (150 mm),FALSE,,,,,,,,,,,,,,,g,,28.76,TRUE,TRUE,,,TRUE,,,TRUE,,,active
digital-vernier-caliper-150-mm,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-digital-vernier-caliper-150-mm-28711900446822.jpg?v=1644594821,2,Voltaat Digital Vernier Caliper (150 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital-vernier-caliper-150-mm,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-digital-vernier-caliper-150-mm-28711898349670.jpg?v=1644594821,3,Voltaat Digital Vernier Caliper (150 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital-vernier-caliper-150-mm,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-digital-vernier-caliper-150-mm-28711901364326.jpg?v=1644594821,4,Voltaat Digital Vernier Caliper (150 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spdt-limit-switch-with-hinge-roller,SPDT Limit Switch with Hinge Roller,"<h3>Features:</h3>
<meta charset=""utf-8"">
<ul>
<li><span>Color: red, black and silver </span></li>
<li><span>Model: V-156-1C25 </span></li>
<li><span>Rating: 15A, 1/2Hp, 125/250V AC; 0.6A,125V DC; 0.3A, 250V DC; 0.6A,125V DC; 0.3A, 250V DC </span></li>
<li><span>Long hinge lever actuator, 1NO+1NC contact configurations, 3 terminals. </span></li>
<li><span>Size of Switch: 1.1× 0.63× 0.39in </span></li>
<li><span>Diameter of Fixing Hole: 0.13in </span></li>
<li><span>Height of Button: 0.12in </span></li>
<li><span>Actuator Size: 2.0× 0.16in </span></li>
<li><span>Width of Terminal: 0.19in </span></li>
<li><span>Material: plastic and metal </span></li>
</ul>",Voltaat,,comp_button_switches,,TRUE,Title,Default Title,,,,,VT-2418,8.5,shopify,0,deny,manual,3,,TRUE,FALSE,VT-2418,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-spdt-limit-switch-with-hinge-roller-5394407817318.jpg?v=1628497085,1,Voltaat SPDT Limit Switch with Hinge Roller,FALSE,,,,,,,,,,,,,,,g,,1,TRUE,TRUE,,,TRUE,,,TRUE,,,active
spdt-limit-switch-with-hinge-roller,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-spdt-limit-switch-with-hinge-roller-28337629200486.jpg?v=1628497085,2,Voltaat SPDT Limit Switch with Hinge Roller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spdt-limit-switch-with-hinge-roller,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-spdt-limit-switch-with-hinge-roller-28338632163430.jpg?v=1628497085,3,Voltaat SPDT Limit Switch with Hinge Roller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easydriver-stepper-motor-driver,EasyDriver Stepper Motor Driver,"<h3>Features: </h3>
<meta charset=""utf-8"">
<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li><span class=""a-list-item"">Compatible with 4, 6, and 8 wire stepper motors of any voltage</span></li>
<li><span class=""a-list-item"">Power supply range from 7V to 30V</span></li>
</ul>",Voltaat,,Motors_Drivers,,TRUE,Title,Default Title,,,,,VT-2421,0,shopify,16,deny,manual,23,,TRUE,FALSE,VT-2421,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-easydriver-stepper-motor-driver-5345909342310.jpg?v=1628485744,1,Voltaat EasyDriver Stepper Motor Driver,FALSE,,,,,,,,,,,,,,,kg,,4.35,TRUE,TRUE,,,TRUE,,,TRUE,,,active
easydriver-stepper-motor-driver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-easydriver-stepper-motor-driver-5345909571686.jpg?v=1628485744,2,Voltaat EasyDriver Stepper Motor Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easydriver-stepper-motor-driver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-easydriver-stepper-motor-driver-28338178752614.jpg?v=1628485744,3,Voltaat EasyDriver Stepper Motor Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easydriver-stepper-motor-driver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-easydriver-stepper-motor-driver-28338426413158.jpg?v=1628485744,4,Voltaat EasyDriver Stepper Motor Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long-head-momentary-pushbutton-switch-6mm-5-pack,Long Head Momentary Push button Switch - 6mm (5 pack),"<h3>Features:</h3>
<ul>
<li><span>Current Rating:  50mA</span></li>
<li><span>Voltage Rating:  12VDC</span></li>
<li><span>Size: Approx. 6x6x12mm</span></li>
<li><span>Insulating Resistance:  &gt;100M ohm 250V DC</span></li>
<li><span>Withstand Voltage:  250V AC in 1 minute</span></li>
</ul>",Voltaat,,comp_button_switches,2425,TRUE,Title,Default Title,,,,,VT-2425,2,shopify,2023,deny,manual,2,,TRUE,FALSE,VT-2425,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-long-head-momentary-push-button-switch-12mm-5-pack-5335599775846.jpg?v=1628494582,1,Voltaat Long Head Momentary Push button Switch - 12mm (5 pack),FALSE,,,,,,,,,,,,,,,g,,0.4,TRUE,TRUE,,,TRUE,,,TRUE,,,active
long-head-momentary-pushbutton-switch-6mm-5-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-long-head-momentary-push-button-switch-12mm-5-pack-5335599972454.jpg?v=1628494582,2,Voltaat Long Head Momentary Push button Switch - 12mm (5 pack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long-head-momentary-pushbutton-switch-6mm-5-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-long-head-momentary-push-button-switch-12mm-5-pack-28337744838758.jpg?v=1628494582,3,Voltaat Long Head Momentary Push button Switch - 12mm (5 pack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single-18650-li-ion-battery-board,Clearance Sale: Single 18650 Li-Ion Battery Board,"<h3>Features:</h3>
<ul>
<li><span>Battery protection(Over charge or Over discharge)</span></li>
<li><span>Micro USB port Input (For charging)</span></li>
<li><span>Type-A USB Output </span></li>
<li><span>0.5A current charging</span></li>
<li><span>1 switch control USB output</span></li>
<li><span>5~8V Input Voltage</span></li>
<li><span>3V &amp; 1A Output</span></li>
<li><span>5V &amp; 2A Output</span></li>
<li><span>LED indicate(Green means full,Red means charging)</span></li>
<li><span>3V output port x3</span></li>
<li><span>5V output port x3</span></li>
</ul>
<p><b>Please be careful of ""+"" and ""-"", You should follow the direction of ""+""""-"" on the PCB. If wrong connecting is made, the chip will be damaged.</b></p>
<p> </p>",Voltaat,,PWR_Lithium_Batt_BMS,,TRUE,Title,Default Title,,,,,VT-2428,0,shopify,5,deny,manual,15,,TRUE,FALSE,VT-2428,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-single-18650-li-ion-battery-board-5335479943270.jpg?v=1628496009,1,Voltaat Single 18650 Li-Ion Battery Board,FALSE,,,,,,,,,,,,,,,kg,,5.4,TRUE,TRUE,,,TRUE,,,TRUE,,,active
single-18650-li-ion-battery-board,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-single-18650-li-ion-battery-board-28337678909542.jpg?v=1628496009,2,Voltaat Single 18650 Li-Ion Battery Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single-18650-li-ion-battery-board,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-single-18650-li-ion-battery-board-5335480303718.jpg?v=1628496009,3,Voltaat Single 18650 Li-Ion Battery Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single-18650-li-ion-battery-board,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-single-18650-li-ion-battery-board-5335480369254.jpg?v=1628496009,4,Voltaat Single 18650 Li-Ion Battery Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18650-li-ion,Lithium ion 3.7 V 3800mah rechargeable battery - 18650,"<h3>Features</h3>
<ul>
<li>Battery Type: Li-on Rechargeable battery </li>
<li>Model: 18650</li>
<li>Rechargeable</li>
<li>Voltage: 3.7V</li>
<li>Capacity: 3800mAh </li>
<li>Flat on both ends</li>
</ul>",Voltaat,,PWR_Lithium_Batt_BMS,,TRUE,Title,Default Title,,,,,VT-2432,47,shopify,14,deny,manual,20,22,TRUE,FALSE,VT-2432,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-lithium-ion-3-7-v-3800mah-rechargeable-battery-18650-28069505794150.png?v=1628452269,1,Voltaat Lithium ion 3.7 V 3800mah rechargeable battery - 18650,FALSE,,,,,,,,,,,,,,,g,,12.5,TRUE,TRUE,,,TRUE,,,TRUE,,,active
flexible-individually-addressable-led-strip-4-meters-60-leds-m,Flexible Individually Addressable LED Strip (5 meters) - 60 LEDs/m,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>These are bare addressable 5 meter long 5V RGB LED strips that come packed with 60 WS2812s per meter. You will be able to control each LED RGB individually giving you the ability to create cool lighting effects for your car or perhaps under cabinet lighting in your kitchen!</p>
<p><strong>Note:</strong><span> </span>These come in 5m segments on a reel. They are preterminated with 0.1"" spaced 3-pin connectors as well as a 2 wire power connector, as shown in the pictures.</p>
<meta charset=""utf-8"">
<p>As these are bare LED strips that have no protective coating, your project won't be water proof but there is access to each WS2812 LED and each strip length can be easily modified.</p>
<p> </p>
<h3>Features:</h3>
<meta charset=""utf-8"">
<ul>
<li>
<b>12.5mm (0.5"") wide</b>, 4mm (0.16"") thick with casing on, 16.7mm (0.65"") long per segment</li>
<li>Weight of 1 meter (w/ silicone jacket and 6"" leads): 39g</li>
<li>60 LEDs per meter</li>
<li>IP30</li>
<li>Maximum 5V @ 60mA draw per 0.65"" strip segment (all LEDs on full brightness)</li>
<li>5VDC power requirement (do not exceed 6VDC) - no polarity protection</li>
<li>1 integrated RGB LEDs per segment, individually controllable</li>
<li>LED wavelengths: 630nm/530nm/475nm</li>
<li>Connector:<span> </span><a href=""http://www.jst-mfg.com/product/detail_e.php?series=238"">2-pin JST SM</a>
</li>
<li><a href=""https://cdn-shop.adafruit.com/datasheets/WS2812.pdf"">WS2812 Datasheet</a></li>
</ul>",Voltaat,,COMP_LEDS_illumination,,TRUE,Title,Default Title,,,,,VT-2434,82,shopify,6,deny,manual,95,,TRUE,FALSE,VT-2434,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-flexible-individually-addressable-led-strip-5-meters-60-leds-m-11081037381734.jpg?v=1628486302,1,Voltaat Flexible Individually Addressable LED Strip (5 meters) - 60 LEDs/m,FALSE,,,,,,,,,,,,,,,g,,55.73,TRUE,TRUE,,,TRUE,,,TRUE,,,active
flexible-individually-addressable-led-strip-4-meters-60-leds-m,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-flexible-individually-addressable-led-strip-5-meters-60-leds-m-28338117836902.jpg?v=1628486302,2,Voltaat Flexible Individually Addressable LED Strip (5 meters) - 60 LEDs/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flexible-individually-addressable-led-strip-4-meters-60-leds-m,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-flexible-individually-addressable-led-strip-5-meters-60-leds-m-11081037283430.jpg?v=1628486302,3,Voltaat Flexible Individually Addressable LED Strip (5 meters) - 60 LEDs/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arduino-uno-r3-keyestudio-version,Arduino Uno R3 (Keyestudio Version),"<h3>Description</h3>
<meta charset=""utf-8"">
<p><span>This is a Keyestudio Version of the original Arduino UNO board that has all the components of the Arduino UNO, but works exactly the same as the original Arduino UNO but for a much cheaper price! Arduino boards can be used to develop stand-alone interactive objects or can be connected to software on your computer (e.g. Flash, Processing, MaxMSP). The open-source IDE can be downloaded for free (currently for Mac OS X, Windows, and Linux). </span></p>
<h3>Features</h3>
<meta charset=""utf-8"">
<ul>
<li>Microcontroller: ATmega328P </li>
<li>Operating Voltage: 5V </li>
<li>Input Voltage (recommended): 7-12V </li>
<li>Digital I/O Pins: 14 (of which 6 PWM output) </li>
<li>Analog Input Pins: 6 </li>
<li>DC Current per I/O Pin: 20 mA </li>
<li>DC Current for 3.3V Pin: 50 mA </li>
<li>Flash Memory: 32 KB (ATmega328) of which 0.5 KB used by bootloader </li>
<li>SRAM: 2 KB </li>
<li>EEPROM: 1 KB </li>
<li>Clock Speed: 16 MHz </li>
</ul>
<h3>links</h3>
<meta charset=""utf-8"">
<ul>
<li><a href=""https://www.arduino.cc/en/Main/Software"">Arduino IDE Download</a></li>
<li><a href=""http://www.atmel.com/Images/Atmel-42735-8-bit-AVR-Microcontroller-ATmega328-328P_datasheet.pdf"">ATmega328/P Datahseet</a></li>
</ul>
<p> </p>",Voltaat,,,,FALSE,Title,Default Title,,,,,VT-2437,58,shopify,0,deny,manual,45,,TRUE,FALSE,VT-2437,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-arduino-uno-r3-keyestudio-version-5206933536870.jpg?v=1628488993,1,Voltaat Arduino Uno R3 (Keyestudio Version),FALSE,,,,,,,,,,,,,,,g,,26.58,TRUE,TRUE,,,TRUE,,,TRUE,,,draft
arduino-uno-r3-keyestudio-version,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-arduino-uno-r3-keyestudio-version-28337991319654.jpg?v=1628488993,2,Voltaat Arduino Uno R3 (Keyestudio Version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arduino-uno-r3-keyestudio-version,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-arduino-uno-r3-keyestudio-version-28338503254118.jpg?v=1628488993,3,Voltaat Arduino Uno R3 (Keyestudio Version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flat-ribbon-cable-40-pin,Flat Ribbon Cable (20 pin) - 5 meters,"<meta charset=""utf-8"">
<p>Ribbon cable is really helpful in situations where you need to make a lot of connections without a big mess of wires. Nothing makes a project look more finished than a nice clean wiring harness. </p>",Voltaat,,TOOLS_Soldering_Parts,,TRUE,Title,Default Title,,,,,VT-2440,101.5,shopify,0,deny,manual,29,,TRUE,FALSE,VT-2440,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-flat-ribbon-cable-20-pin-5-meters-27988584956006.jpg?v=1628471360,1,Voltaat Flat Ribbon Cable (20 pin) - 5 meters,FALSE,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,active
